Data/Hora, Temperatura Externa, Temperatura Interna, Temperatura Referencia, Sinal de Controle
2021-09-06 21:30:14, 30.245, 64.812, 67.000, 100%
2021-09-06 21:30:16, 30.244, 64.688, 67.000, 100%
2021-09-06 21:30:18, 30.243, 64.688, 67.000, 100%
2021-09-06 21:30:20, 30.243, 64.688, 67.000, 100%
2021-09-06 21:30:22, 30.243, 64.688, 67.000, 100%
2021-09-06 21:30:24, 30.243, 64.688, 67.000, 100%
2021-09-06 21:30:26, 30.243, 64.938, 67.000, 100%
2021-09-06 21:30:28, 30.242, 65.188, 67.000, 0%
2021-09-06 21:30:30, 30.241, 65.188, 67.000, 0%
2021-09-06 21:30:32, 30.241, 65.438, 67.000, 0%
2021-09-06 21:30:34, 30.241, 65.688, 67.000, 0%
2021-09-06 21:30:36, 30.241, 65.688, 67.000, 0%
2021-09-06 21:30:38, 30.242, 65.938, 67.000, 0%
2021-09-06 21:30:40, 30.242, 66.125, 67.000, 0%
2021-09-06 21:30:42, 30.242, 66.125, 67.000, 0%
2021-09-06 21:30:44, 30.243, 66.500, 67.000, 0%
2021-09-06 21:30:46, 30.243, 66.688, 67.000, 0%
2021-09-06 21:30:48, 30.244, 66.688, 67.000, 0%
2021-09-06 21:30:50, 30.245, 66.812, 67.000, 0%
2021-09-06 21:30:52, 30.245, 66.938, 67.000, 0%
2021-09-06 21:30:54, 30.246, 66.938, 67.000, 0%
2021-09-06 21:30:56, 30.246, 67.062, 67.000, 0%
2021-09-06 21:30:58, 30.246, 67.125, 67.000, 0%
2021-09-06 21:31:00, 30.246, 67.125, 67.000, 0%
2021-09-06 21:31:02, 30.247, 67.250, 67.000, 0%
2021-09-06 21:31:04, 30.247, 67.312, 67.000, 0%
2021-09-06 21:31:06, 30.247, 67.312, 67.000, 0%
2021-09-06 21:31:08, 30.247, 67.312, 67.000, 0%
2021-09-06 21:31:10, 30.247, 67.375, 67.000, 0%
